Transaction_ID,Customer_ID_internal,Account_Type_internal,Total_Balance_internal,Transaction_Amount_internal,Investment_Amount_internal,Investment_Type_internal,Transaction_Date_internal,Customer_ID_external,Account_Type_external,Total_Balance_external,Transaction_Amount_external,Investment_Amount_external,Investment_Type_external,Transaction_Date_external,status,amount_difference,date_difference_days,record_location
309421,204017,Current,75163,4853.0,19794,Fixed Deposit,2023-04-07,204017,Current,75163.0,4853.0,19794.0,Fixed Deposit,2023-04-07,MATCH,0.0,0.0,both
309422,201828,Business,1770,1632.0,29787,Recurring Deposit,2024-05-02,201828,Business,1770.0,1632.0,29787.0,Recurring Deposit,2024-05-02,MATCH,0.0,0.0,both
309423,206720,Savings,67828,114.0,46626,Mutual Fund,2025-02-04,206720,Savings,67828.0,114.0,46626.0,Mutual Fund,2025-02-04,MATCH,0.0,0.0,both
309424,200315,Current,36094,4952.0,44189,Fixed Deposit,2022-08-14,200315,Current,36094.0,4952.0,44189.0,Fixed Deposit,2022-08-14,MATCH,0.0,0.0,both
309425,204862,Business,18110,3882.0,38478,Fixed Deposit,2023-08-13,204862,Business,18110.0,3882.0,38478.0,Fixed Deposit,2023-08-13,MATCH,0.0,0.0,both
309426,202329,Current,90377,1836.0,49844,Mutual Fund,2022-04-30,202329,Current,90377.0,1836.0,49844.0,Mutual Fund,2022-04-30,MATCH,0.0,0.0,both
309427,209805,Savings,19073,734.0,46342,Mutual Fund,2023-06-05,209805,Savings,19073.0,734.0,46342.0,Mutual Fund,2023-06-05,MATCH,0.0,0.0,both
309428,204470,Business,37612,2627.0,38144,Mutual Fund,2025-02-11,204470,Business,37612.0,2627.0,38144.0,Mutual Fund,2025-02-11,MATCH,0.0,0.0,both
309429,202100,Current,43887,1402.0,19026,Recurring Deposit,2025-02-10,202100,Current,43887.0,1402.0,19026.0,Recurring Deposit,2025-02-10,MATCH,0.0,0.0,both
309430,200808,Savings,89656,1783.0,9894,Mutual Fund,2022-09-26,200808,Savings,89656.0,1783.0,9894.0,Mutual Fund,2022-09-26,MATCH,0.0,0.0,both
309431,204611,Savings,25216,656.0,46620,Mutual Fund,2023-11-23,204611,Savings,25216.0,656.0,46620.0,Mutual Fund,2023-11-23,MATCH,0.0,0.0,both
309432,208705,Current,5566,3796.62,39436,Fixed Deposit,2023-10-22,208705,Current,5566.0,3796.62,39436.0,Fixed Deposit,2023-10-22,MATCH,0.0,0.0,both
309433,202338,Savings,30110,391.0,49998,Recurring Deposit,2024-09-23,202338,Savings,30110.0,391.0,49998.0,Recurring Deposit,2024-09-23,MATCH,0.0,0.0,both
309434,208186,Business,92675,1767.34,40904,Fixed Deposit,2022-09-01,208186,Business,92675.0,1767.34,40904.0,Fixed Deposit,2022-09-01,MATCH,0.0,0.0,both
309435,205024,Business,60361,1550.0,12818,Fixed Deposit,2023-08-05,205024,Business,60361.0,1550.0,12818.0,Fixed Deposit,2023-08-05,MATCH,0.0,0.0,both
309436,204580,Business,70383,3127.5,39274,Fixed Deposit,2022-11-14,204580,Business,70383.0,3127.5,39274.0,Fixed Deposit,2022-11-14,MATCH,0.0,0.0,both
309437,201896,Business,92882,4640.0,11798,Mutual Fund,2022-05-04,201896,Business,92882.0,4640.0,11798.0,Mutual Fund,2022-05-04,MATCH,0.0,0.0,both
309438,207601,Current,85859,1017.0,34849,Mutual Fund,2022-07-24,207601,Current,85859.0,1017.0,34849.0,Mutual Fund,2022-07-24,MATCH,0.0,0.0,both
309439,202700,Current,51450,2792.0,10449,Mutual Fund,2024-03-04,202700,Current,51450.0,2792.0,10449.0,Mutual Fund,2024-03-04,MATCH,0.0,0.0,both
309440,207282,Savings,52340,711.0,19391,Mutual Fund,2025-01-08,207282,Savings,52340.0,711.0,19391.0,Mutual Fund,2025-01-08,MATCH,0.0,0.0,both
309441,201138,Savings,62337,1923.0,32302,Mutual Fund,2024-04-04,201138,Savings,62337.0,1923.0,32302.0,Mutual Fund,2024-04-04,MATCH,0.0,0.0,both
309442,200123,Savings,12570,3536.0,40166,Fixed Deposit,2024-02-24,200123,Savings,12570.0,3536.0,40166.0,Fixed Deposit,2024-02-24,MATCH,0.0,0.0,both
309443,201626,Business,32493,1327.0,19455,Recurring Deposit,2024-11-21,201626,Business,32493.0,1327.0,19455.0,Recurring Deposit,2024-11-21,MATCH,0.0,0.0,both
309444,201584,Current,77044,1670.0,11853,Recurring Deposit,2023-05-13,201584,Current,77044.0,1670.0,11853.0,Recurring Deposit,2023-05-13,MATCH,0.0,0.0,both
309445,203458,Current,86488,3380.0,15184,Recurring Deposit,2024-09-29,203458,Current,86488.0,3380.0,15184.0,Recurring Deposit,2024-09-29,MATCH,0.0,0.0,both
309446,204368,Savings,69088,2616.0,32915,Mutual Fund,2025-01-06,204368,Savings,69088.0,2616.0,32915.0,Mutual Fund,2025-01-06,MATCH,0.0,0.0,both
309447,204760,Current,87262,437.0,39709,Fixed Deposit,2022-03-30,204760,Current,87262.0,437.0,39709.0,Fixed Deposit,2022-03-30,MATCH,0.0,0.0,both
309448,201405,Current,69438,172.0,29570,Recurring Deposit,2023-08-14,201405,Current,69438.0,172.0,29570.0,Recurring Deposit,2023-08-14,MATCH,0.0,0.0,both
309449,201244,Savings,95073,1625.0,9314,Recurring Deposit,2022-05-28,201244,Savings,95073.0,1625.0,9314.0,Recurring Deposit,2022-05-28,MATCH,0.0,0.0,both
309450,205892,Current,13394,3917.0,29945,Recurring Deposit,2025-01-03,205892,Current,13394.0,3917.0,29945.0,Recurring Deposit,2025-01-03,MATCH,0.0,0.0,both
309451,200198,Business,6056,1686.0,16614,Mutual Fund,2024-11-11,200198,Business,6056.0,1686.0,16614.0,Mutual Fund,2024-11-11,MATCH,0.0,0.0,both
309452,202130,Current,33298,1286.0,21647,Mutual Fund,2024-02-22,202130,Current,33298.0,1286.0,21647.0,Mutual Fund,2024-02-22,MATCH,0.0,0.0,both
309453,205622,Business,65702,2419.0,23853,Recurring Deposit,2023-08-07,205622,Business,65702.0,2419.0,23853.0,Recurring Deposit,2023-08-07,MATCH,0.0,0.0,both
309454,201330,Business,59550,3430.0,48837,Mutual Fund,2024-08-21,201330,Business,59550.0,3430.0,48837.0,Mutual Fund,2024-08-21,MATCH,0.0,0.0,both
309455,203344,Savings,54453,2482.0,39524,Mutual Fund,2022-10-07,203344,Savings,54453.0,2482.0,39524.0,Mutual Fund,2022-10-07,MATCH,0.0,0.0,both
309456,205757,Savings,94039,1154.0,44589,Recurring Deposit,2023-02-12,205757,Savings,94039.0,1154.0,44589.0,Recurring Deposit,2023-02-12,MATCH,0.0,0.0,both
309457,209174,Savings,40622,2276.0,25945,Mutual Fund,2022-06-04,209174,Savings,40622.0,2276.0,25945.0,Mutual Fund,2022-06-04,MATCH,0.0,0.0,both
309458,203132,Current,37452,417.0,38136,Fixed Deposit,2024-12-14,203132,Current,37452.0,417.0,38136.0,Fixed Deposit,2024-12-14,MATCH,0.0,0.0,both
309459,204442,Savings,11280,1284.0,12242,Fixed Deposit,2023-06-03,204442,Savings,11280.0,1284.0,12242.0,Fixed Deposit,2023-06-03,MATCH,0.0,0.0,both
309460,206174,Business,31122,4029.0,27047,Recurring Deposit,2023-08-05,206174,Business,31122.0,4029.0,27047.0,Recurring Deposit,2023-08-05,MATCH,0.0,0.0,both
309461,203598,Savings,1702,3672.0,19554,Mutual Fund,2022-06-15,203598,Savings,1702.0,3672.0,19554.0,Mutual Fund,2022-06-15,MATCH,0.0,0.0,both
309462,201344,Business,20793,2829.0,3300,Recurring Deposit,2022-07-08,201344,Business,20793.0,2829.0,3300.0,Recurring Deposit,2022-07-08,MATCH,0.0,0.0,both
309463,204840,Business,44528,520.0,21275,Mutual Fund,2024-07-17,204840,Business,44528.0,520.0,21275.0,Mutual Fund,2024-07-17,MATCH,0.0,0.0,both
309464,204928,Current,11981,4230.0,37888,Fixed Deposit,2024-10-11,204928,Current,11981.0,4230.0,37888.0,Fixed Deposit,2024-10-11,MATCH,0.0,0.0,both
309465,205919,Business,5755,2219.0,21011,Mutual Fund,2023-11-03,205919,Business,5755.0,2219.0,21011.0,Mutual Fund,2023-11-03,MATCH,0.0,0.0,both
309466,203311,Current,53760,6674.97,2501,Fixed Deposit,2022-08-11,203311,Current,53760.0,6674.97,2501.0,Fixed Deposit,2022-08-11,MATCH,0.0,0.0,both
309467,205269,Current,3333,1478.0,3559,Mutual Fund,2023-11-30,205269,Current,3333.0,1478.0,3559.0,Mutual Fund,2023-11-30,MATCH,0.0,0.0,both
309468,200428,Savings,88423,2518.0,25442,Fixed Deposit,2023-04-21,200428,Savings,88423.0,2518.0,25442.0,Fixed Deposit,2023-04-21,MATCH,0.0,0.0,both
309469,202298,Current,83503,2277.0,25619,Recurring Deposit,2022-12-22,202298,Current,83503.0,2277.0,25619.0,Recurring Deposit,2022-12-22,MATCH,0.0,0.0,both
309470,206154,Business,4608,3608.0,10647,Mutual Fund,2023-03-28,206154,Business,4608.0,3608.0,10647.0,Mutual Fund,2023-03-28,MATCH,0.0,0.0,both
309471,202464,Business,15591,3757.0,20896,Recurring Deposit,2023-11-30,202464,Business,15591.0,3757.0,20896.0,Recurring Deposit,2023-11-30,MATCH,0.0,0.0,both
309472,200576,Business,9285,431.0,14936,Mutual Fund,2022-08-06,200576,Business,9285.0,431.0,14936.0,Mutual Fund,2022-08-06,MATCH,0.0,0.0,both
309473,208741,Business,35252,3530.0,36113,Recurring Deposit,2022-04-21,208741,Business,35252.0,3530.0,36113.0,Recurring Deposit,2022-04-21,MATCH,0.0,0.0,both
309474,204552,Business,5126,285.0,26577,Fixed Deposit,2023-02-07,204552,Business,5126.0,285.0,26577.0,Fixed Deposit,2023-02-07,MATCH,0.0,0.0,both
309475,209484,Savings,75335,1019.0,21130,Recurring Deposit,2022-11-29,209484,Savings,75335.0,1019.0,21130.0,Recurring Deposit,2022-11-29,MATCH,0.0,0.0,both
309476,205039,Savings,95780,4179.0,2162,Fixed Deposit,2023-11-14,205039,Savings,95780.0,4179.0,2162.0,Fixed Deposit,2023-11-14,MATCH,0.0,0.0,both
309477,204375,Current,11223,377.0,20627,Recurring Deposit,2023-12-06,204375,Current,11223.0,377.0,20627.0,Recurring Deposit,2023-12-06,MATCH,0.0,0.0,both
309478,208995,Business,39817,3257.0,23035,Recurring Deposit,2023-06-06,208995,Business,39817.0,3257.0,23035.0,Recurring Deposit,2023-06-06,MATCH,0.0,0.0,both
309479,203219,Business,74234,4839.0,2151,Fixed Deposit,2024-12-20,203219,Business,74234.0,4839.0,2151.0,Fixed Deposit,2024-12-20,MATCH,0.0,0.0,both
309480,207722,Current,72641,4917.0,3664,Fixed Deposit,2024-12-31,207722,Current,72641.0,4917.0,3664.0,Fixed Deposit,2024-12-31,MATCH,0.0,0.0,both
309481,209324,Savings,44667,3393.0,22155,Mutual Fund,2022-11-15,209324,Savings,44667.0,3393.0,22155.0,Mutual Fund,2022-11-15,MATCH,0.0,0.0,both
309482,204194,Current,81845,2257.0,27284,Mutual Fund,2022-09-24,204194,Current,81845.0,2257.0,27284.0,Mutual Fund,2022-09-24,MATCH,0.0,0.0,both
309483,209770,Business,10450,2116.0,22305,Mutual Fund,2023-06-27,209770,Business,10450.0,2116.0,22305.0,Mutual Fund,2023-06-27,MATCH,0.0,0.0,both
309484,200851,Savings,54532,2169.0,8576,Recurring Deposit,2024-04-21,200851,Savings,54532.0,2169.0,8576.0,Recurring Deposit,2024-04-21,MATCH,0.0,0.0,both
309485,209319,Current,21819,3743.0,12132,Mutual Fund,2024-01-21,209319,Current,21819.0,3743.0,12132.0,Mutual Fund,2024-01-21,MATCH,0.0,0.0,both
309486,204722,Current,87552,2985.0,9738,Fixed Deposit,2023-07-15,204722,Current,87552.0,2985.0,9738.0,Fixed Deposit,2023-07-15,MATCH,0.0,0.0,both
309487,208765,Business,91344,585.0,14910,Mutual Fund,2025-02-17,208765,Business,91344.0,585.0,14910.0,Mutual Fund,2025-02-17,MATCH,0.0,0.0,both
309488,204721,Business,6559,3362.02,46601,Mutual Fund,2024-10-13,204721,Business,6559.0,3362.02,46601.0,Mutual Fund,2024-10-13,MATCH,0.0,0.0,both
309489,209413,Savings,32644,4179.0,15471,Fixed Deposit,2022-10-10,209413,Savings,32644.0,4179.0,15471.0,Fixed Deposit,2022-10-10,MATCH,0.0,0.0,both
309490,206907,Business,96473,3145.0,11945,Fixed Deposit,2023-09-29,206907,Business,96473.0,3145.0,11945.0,Fixed Deposit,2023-09-29,MATCH,0.0,0.0,both
309491,203993,Current,64464,471.0,20385,Mutual Fund,2025-01-17,203993,Current,64464.0,471.0,20385.0,Mutual Fund,2025-01-17,MATCH,0.0,0.0,both
309492,201550,Business,2320,1297.0,31808,Fixed Deposit,2022-08-17,201550,Business,2320.0,1297.0,31808.0,Fixed Deposit,2022-08-17,MATCH,0.0,0.0,both
309493,208825,Current,33897,2282.0,5652,Fixed Deposit,2023-10-12,208825,Current,33897.0,2282.0,5652.0,Fixed Deposit,2023-10-12,MATCH,0.0,0.0,both
309494,209060,Business,23021,4475.0,17630,Mutual Fund,2024-05-25,209060,Business,23021.0,4475.0,17630.0,Mutual Fund,2024-05-25,MATCH,0.0,0.0,both
309495,207698,Savings,74955,367.0,26083,Mutual Fund,2023-01-25,207698,Savings,74955.0,367.0,26083.0,Mutual Fund,2023-01-25,MATCH,0.0,0.0,both
309496,204983,Savings,5282,4589.0,38005,Recurring Deposit,2024-04-19,204983,Savings,5282.0,4589.0,38005.0,Recurring Deposit,2024-04-19,MATCH,0.0,0.0,both
309497,206600,Savings,6312,5208.38,26834,Recurring Deposit,2024-02-10,206600,Savings,6312.0,5208.38,26834.0,Recurring Deposit,2024-02-10,MATCH,0.0,0.0,both
309498,206586,Business,73990,3401.0,38423,Fixed Deposit,2023-11-13,206586,Business,73990.0,3401.0,38423.0,Fixed Deposit,2023-11-13,MATCH,0.0,0.0,both
309499,209552,Savings,54082,3706.0,14553,Recurring Deposit,2024-03-30,209552,Savings,54082.0,3706.0,14553.0,Recurring Deposit,2024-03-30,MATCH,0.0,0.0,both
309500,206542,Current,18772,377.0,26842,Fixed Deposit,2023-05-12,206542,Current,18772.0,377.0,26842.0,Fixed Deposit,2023-05-12,MATCH,0.0,0.0,both
309501,206329,Business,12364,2169.0,7796,Fixed Deposit,2024-08-11,206329,Business,12364.0,2169.0,7796.0,Fixed Deposit,2024-08-11,MATCH,0.0,0.0,both
309502,203636,Savings,73749,1932.0,27400,Mutual Fund,2024-10-08,203636,Savings,73749.0,1932.0,27400.0,Mutual Fund,2024-10-08,MATCH,0.0,0.0,both
309503,203995,Business,44579,2203.0,18646,Recurring Deposit,2024-01-07,203995,Business,44579.0,2203.0,18646.0,Recurring Deposit,2024-01-07,MATCH,0.0,0.0,both
309504,209670,Business,35349,1247.0,37019,Fixed Deposit,2022-08-08,209670,Business,35349.0,1247.0,37019.0,Fixed Deposit,2022-08-08,MATCH,0.0,0.0,both
309505,202013,Current,29946,4230.0,22795,Recurring Deposit,2024-01-06,202013,Current,29946.0,4230.0,22795.0,Recurring Deposit,2024-01-06,MATCH,0.0,0.0,both
309506,206785,Business,22760,1395.0,16410,Recurring Deposit,2023-10-14,206785,Business,22760.0,1395.0,16410.0,Recurring Deposit,2023-10-14,MATCH,0.0,0.0,both
309507,200657,Business,21497,757.0,13975,Fixed Deposit,2024-10-29,200657,Business,21497.0,757.0,13975.0,Fixed Deposit,2024-10-29,MATCH,0.0,0.0,both
309508,200244,Business,31598,2544.0,10897,Recurring Deposit,2023-01-04,200244,Business,31598.0,2544.0,10897.0,Recurring Deposit,2023-01-04,MATCH,0.0,0.0,both
309509,205113,Current,54104,121.0,45447,Mutual Fund,2024-01-24,205113,Current,54104.0,121.0,45447.0,Mutual Fund,2024-01-24,MATCH,0.0,0.0,both
309510,203764,Savings,79239,4186.0,5579,Recurring Deposit,2024-11-24,203764,Savings,79239.0,4186.0,5579.0,Recurring Deposit,2024-11-24,MATCH,0.0,0.0,both
309511,208327,Savings,93386,3753.0,29074,Mutual Fund,2024-01-11,208327,Savings,93386.0,3753.0,29074.0,Mutual Fund,2024-01-11,MATCH,0.0,0.0,both
309512,208396,Business,27938,978.0,7882,Fixed Deposit,2022-08-12,208396,Business,27938.0,978.0,7882.0,Fixed Deposit,2022-08-12,MATCH,0.0,0.0,both
309513,209075,Savings,83912,1141.0,23532,Recurring Deposit,2022-05-22,209075,Savings,83912.0,1141.0,23532.0,Recurring Deposit,2022-05-22,MATCH,0.0,0.0,both
309514,203732,Business,93332,4432.0,46451,Fixed Deposit,2024-05-26,203732,Business,93332.0,4432.0,46451.0,Fixed Deposit,2024-05-26,MATCH,0.0,0.0,both
309515,205979,Savings,31359,4899.0,9658,Fixed Deposit,2023-09-02,205979,Savings,31359.0,4899.0,9658.0,Fixed Deposit,2023-09-02,MATCH,0.0,0.0,both
309516,204651,Savings,95645,3908.0,42918,Fixed Deposit,2024-03-10,204651,Savings,95645.0,3908.0,42918.0,Fixed Deposit,2024-03-10,MATCH,0.0,0.0,both
309517,208006,Current,61494,3222.0,42191,Fixed Deposit,2025-02-03,208006,Current,61494.0,3222.0,42191.0,Fixed Deposit,2025-02-03,MATCH,0.0,0.0,both
309518,206392,Current,48327,3961.0,43748,Mutual Fund,2023-03-04,206392,Current,48327.0,3961.0,43748.0,Mutual Fund,2023-03-04,MATCH,0.0,0.0,both
309519,209076,Current,37119,1988.0,16522,Recurring Deposit,2024-12-21,209076,Current,37119.0,1988.0,16522.0,Recurring Deposit,2024-12-21,MATCH,0.0,0.0,both
309520,209174,Savings,33688,3161.0,40295,Fixed Deposit,2025-02-19,209174,Savings,33688.0,3161.0,40295.0,Fixed Deposit,2025-02-19,MATCH,0.0,0.0,both
309521,208163,Savings,14017,719.0,15194,Mutual Fund,2022-11-16,208163,Savings,14017.0,719.0,15194.0,Mutual Fund,2022-11-16,MATCH,0.0,0.0,both
309522,205281,Savings,7420,2535.0,23043,Recurring Deposit,2024-04-28,205281,Savings,7420.0,2535.0,23043.0,Recurring Deposit,2024-04-28,MATCH,0.0,0.0,both
309523,201220,Savings,68269,3335.0,36168,Recurring Deposit,2024-06-17,201220,Savings,68269.0,3335.0,36168.0,Recurring Deposit,2024-06-17,MATCH,0.0,0.0,both
309524,208897,Current,15485,4227.0,20374,Fixed Deposit,2024-11-22,208897,Current,15485.0,4227.0,20374.0,Fixed Deposit,2024-11-22,MATCH,0.0,0.0,both
309525,202606,Current,52833,4981.0,48907,Recurring Deposit,2024-12-20,202606,Current,52833.0,4981.0,48907.0,Recurring Deposit,2024-12-20,MATCH,0.0,0.0,both
309526,209217,Savings,35924,809.0,33866,Fixed Deposit,2024-06-13,209217,Savings,35924.0,809.0,33866.0,Fixed Deposit,2024-06-13,MATCH,0.0,0.0,both
309527,203283,Savings,70350,3395.0,25432,Mutual Fund,2022-07-29,203283,Savings,70350.0,3395.0,25432.0,Mutual Fund,2022-07-29,MATCH,0.0,0.0,both
309528,207894,Current,58060,381.0,35678,Recurring Deposit,2023-06-15,207894,Current,58060.0,381.0,35678.0,Recurring Deposit,2023-06-15,MATCH,0.0,0.0,both
309529,201316,Savings,44722,2422.0,43186,Fixed Deposit,2024-03-17,201316,Savings,44722.0,2422.0,43186.0,Fixed Deposit,2024-03-17,MATCH,0.0,0.0,both
309530,203151,Business,92940,4325.0,2187,Mutual Fund,2024-01-29,203151,Business,92940.0,4325.0,2187.0,Mutual Fund,2024-01-29,MATCH,0.0,0.0,both
309531,200118,Current,12550,3383.0,42246,Fixed Deposit,2022-07-22,200118,Current,12550.0,3383.0,42246.0,Fixed Deposit,2022-07-22,MATCH,0.0,0.0,both
309532,204693,Current,12552,1329.0,35786,Recurring Deposit,2024-03-31,204693,Current,12552.0,1329.0,35786.0,Recurring Deposit,2024-03-31,MATCH,0.0,0.0,both
309533,206718,Savings,46932,2855.0,38531,Mutual Fund,2023-06-30,206718,Savings,46932.0,2855.0,38531.0,Mutual Fund,2023-06-30,MATCH,0.0,0.0,both
309534,201908,Business,62515,3135.0,13352,Fixed Deposit,2022-11-06,201908,Business,62515.0,3135.0,13352.0,Fixed Deposit,2022-11-06,MATCH,0.0,0.0,both
309535,204085,Savings,80258,3400.0,11398,Mutual Fund,2022-10-05,204085,Savings,80258.0,3400.0,11398.0,Mutual Fund,2022-10-05,MATCH,0.0,0.0,both
309536,206378,Business,80949,2957.0,35931,Mutual Fund,2025-02-16,206378,Business,80949.0,2957.0,35931.0,Mutual Fund,2025-02-16,MATCH,0.0,0.0,both
309537,200426,Savings,3814,3969.0,33666,Mutual Fund,2023-06-30,200426,Savings,3814.0,3969.0,33666.0,Mutual Fund,2023-06-30,MATCH,0.0,0.0,both
309538,205735,Current,53096,3308.0,4111,Recurring Deposit,2023-04-11,205735,Current,53096.0,3308.0,4111.0,Recurring Deposit,2023-04-11,MATCH,0.0,0.0,both
309539,205881,Current,49703,362.0,14963,Recurring Deposit,2024-06-10,205881,Current,49703.0,362.0,14963.0,Recurring Deposit,2024-06-10,MATCH,0.0,0.0,both
309540,200639,Business,30689,4551.0,48051,Recurring Deposit,2024-01-14,200639,Business,30689.0,4551.0,48051.0,Recurring Deposit,2024-01-14,MATCH,0.0,0.0,both
309541,209395,Business,20564,920.0,46914,Recurring Deposit,2023-06-23,209395,Business,20564.0,920.0,46914.0,Recurring Deposit,2023-06-23,MATCH,0.0,0.0,both
309542,203765,Savings,47705,6237.33,27906,Recurring Deposit,2024-08-20,203765,Savings,47705.0,6237.33,27906.0,Recurring Deposit,2024-08-20,MATCH,0.0,0.0,both
309543,202763,Current,68440,1330.0,27300,Mutual Fund,2022-06-03,202763,Current,68440.0,1330.0,27300.0,Mutual Fund,2022-06-03,MATCH,0.0,0.0,both
309544,206692,Savings,18639,3796.0,25434,Mutual Fund,2024-07-23,206692,Savings,18639.0,3796.0,25434.0,Mutual Fund,2024-07-23,MATCH,0.0,0.0,both
309545,207618,Savings,49604,2653.0,6741,Recurring Deposit,2022-07-17,207618,Savings,49604.0,2653.0,6741.0,Recurring Deposit,2022-07-17,MATCH,0.0,0.0,both
309546,200145,Current,97089,3816.0,5944,Fixed Deposit,2022-05-30,200145,Current,97089.0,3816.0,5944.0,Fixed Deposit,2022-05-30,MATCH,0.0,0.0,both
309547,203130,Business,56984,3273.0,35456,Fixed Deposit,2024-05-26,203130,Business,56984.0,3273.0,35456.0,Fixed Deposit,2024-05-26,MATCH,0.0,0.0,both
309548,207570,Current,74776,4409.0,12869,Recurring Deposit,2022-09-04,207570,Current,74776.0,4409.0,12869.0,Recurring Deposit,2022-09-04,MATCH,0.0,0.0,both
309549,205772,Current,1179,1449.0,17009,Recurring Deposit,2024-05-22,205772,Current,1179.0,1449.0,17009.0,Recurring Deposit,2024-05-22,MATCH,0.0,0.0,both
309550,209248,Business,79150,4114.0,27489,Mutual Fund,2024-01-10,209248,Business,79150.0,4114.0,27489.0,Mutual Fund,2024-01-10,MATCH,0.0,0.0,both
309551,207133,Current,54919,4496.0,21626,Mutual Fund,2023-12-22,207133,Current,54919.0,4496.0,21626.0,Mutual Fund,2023-12-22,MATCH,0.0,0.0,both
309552,201457,Business,43601,1477.0,37931,Recurring Deposit,2022-08-14,201457,Business,43601.0,1477.0,37931.0,Recurring Deposit,2022-08-14,MATCH,0.0,0.0,both
309553,205490,Current,74526,1381.0,19190,Recurring Deposit,2024-03-11,205490,Current,74526.0,1381.0,19190.0,Recurring Deposit,2024-03-11,MATCH,0.0,0.0,both
309554,201607,Business,62552,4599.0,4574,Fixed Deposit,2025-01-10,201607,Business,62552.0,4599.0,4574.0,Fixed Deposit,2025-01-10,MATCH,0.0,0.0,both
309555,201073,Business,14561,4960.0,17992,Fixed Deposit,2024-08-20,201073,Business,14561.0,4960.0,17992.0,Fixed Deposit,2024-08-20,MATCH,0.0,0.0,both
309556,201522,Savings,50681,4383.0,48538,Mutual Fund,2023-04-18,201522,Savings,50681.0,4383.0,48538.0,Mutual Fund,2023-04-18,MATCH,0.0,0.0,both
309557,200535,Current,45154,2798.0,7156,Fixed Deposit,2023-09-24,200535,Current,45154.0,2798.0,7156.0,Fixed Deposit,2023-09-24,MATCH,0.0,0.0,both
309558,206212,Savings,39869,4555.0,42680,Mutual Fund,2023-04-20,206212,Savings,39869.0,4555.0,42680.0,Mutual Fund,2023-04-20,MATCH,0.0,0.0,both
309559,203079,Current,70562,821.0,17442,Fixed Deposit,2024-09-15,203079,Current,70562.0,821.0,17442.0,Fixed Deposit,2024-09-15,MATCH,0.0,0.0,both
309560,200760,Savings,56068,2853.0,31714,Recurring Deposit,2022-07-26,200760,Savings,56068.0,2853.0,31714.0,Recurring Deposit,2022-07-26,MATCH,0.0,0.0,both
309561,208399,Savings,80519,1829.0,25005,Fixed Deposit,2024-05-11,208399,Savings,80519.0,1829.0,25005.0,Fixed Deposit,2024-05-11,MATCH,0.0,0.0,both
309562,208099,Savings,46552,3522.0,18976,Mutual Fund,2022-04-15,208099,Savings,46552.0,3522.0,18976.0,Mutual Fund,2022-04-15,MATCH,0.0,0.0,both
309563,203263,Savings,85563,1322.0,5789,Fixed Deposit,2022-09-13,203263,Savings,85563.0,1322.0,5789.0,Fixed Deposit,2022-09-13,MATCH,0.0,0.0,both
309564,201997,Savings,66310,1031.0,35599,Mutual Fund,2025-01-11,201997,Savings,66310.0,1031.0,35599.0,Mutual Fund,2025-01-11,MATCH,0.0,0.0,both
309565,204005,Current,93842,2952.0,16709,Mutual Fund,2024-03-09,204005,Current,93842.0,2952.0,16709.0,Mutual Fund,2024-03-09,MATCH,0.0,0.0,both
309566,209587,Savings,75408,1278.0,12363,Mutual Fund,2022-12-24,209587,Savings,75408.0,1278.0,12363.0,Mutual Fund,2022-12-24,MATCH,0.0,0.0,both
309567,200025,Savings,38767,4269.0,49414,Mutual Fund,2022-12-29,200025,Savings,38767.0,4269.0,49414.0,Mutual Fund,2022-12-29,MATCH,0.0,0.0,both
309568,208698,Current,57106,1868.0,42228,Recurring Deposit,2023-11-21,208698,Current,57106.0,1868.0,42228.0,Recurring Deposit,2023-11-21,MATCH,0.0,0.0,both
309569,200860,Business,70767,1218.0,34264,Fixed Deposit,2022-05-30,200860,Business,70767.0,1218.0,34264.0,Fixed Deposit,2022-05-30,MATCH,0.0,0.0,both
309570,204473,Current,88676,2483.0,38943,Fixed Deposit,2022-07-28,204473,Current,88676.0,2483.0,38943.0,Fixed Deposit,2022-07-28,MATCH,0.0,0.0,both
309571,207683,Business,8688,1398.0,46357,Fixed Deposit,2023-12-27,207683,Business,8688.0,1398.0,46357.0,Fixed Deposit,2023-12-27,MATCH,0.0,0.0,both
309572,208151,Current,88469,1620.0,1769,Recurring Deposit,2025-03-19,208151,Current,88469.0,1620.0,1769.0,Recurring Deposit,2025-03-19,MATCH,0.0,0.0,both
309573,204160,Savings,99617,3463.0,44829,Fixed Deposit,2023-06-26,204160,Savings,99617.0,3463.0,44829.0,Fixed Deposit,2023-06-26,MATCH,0.0,0.0,both
309574,203981,Business,86213,1796.0,1591,Recurring Deposit,2023-07-21,203981,Business,86213.0,1796.0,1591.0,Recurring Deposit,2023-07-21,MATCH,0.0,0.0,both
309575,202850,Savings,25925,1952.0,49587,Mutual Fund,2024-09-18,202850,Savings,25925.0,1952.0,49587.0,Mutual Fund,2024-09-18,MATCH,0.0,0.0,both
309576,200596,Business,16591,4073.0,24323,Mutual Fund,2024-02-25,200596,Business,16591.0,4073.0,24323.0,Mutual Fund,2024-02-25,MATCH,0.0,0.0,both
309577,202019,Savings,57623,2256.0,43628,Recurring Deposit,2025-01-25,202019,Savings,57623.0,2256.0,43628.0,Recurring Deposit,2025-01-25,MATCH,0.0,0.0,both
